,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
11,Chrome,Windows,.,.,33,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Jordan does not have heart disease.Jordan doesn't have that particular illness.Because Jordan doesn't have that particular illness, ",Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have heart disease,False,,<span class='variable_word name'>{{}}</span> does not have heart disease,No,NA,text,he does not have heart disease,10.123,810.0,1440.0,NA,NA,0.0,1521031611440,1521031765455,4.344766666666667,2,nRpR,17
12,Chrome,Windows,.,.,33,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Chris does have that particular illness.Because Chris does have that particular illness, ",Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does have to worry about heart disease,False,,<span class='variable_word name'>{{}}</span> doesn't have to worry about heart disease,No,NA,text,he doesn't have to worry about heart disease,8.921,810.0,1440.0,NA,NA,0.0,1521031611440,1521031774837,4.344766666666667,2,nRnR,17
13,Chrome,Windows,.,.,33,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Jamie has heart disease.Jamie has an illness.Because Jamie has an illness, ",Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have heart disease,False,,<span class='variable_word name'>{{}}</span> has heart disease,No,NA,text,he has heart disease,8.974,810.0,1440.0,NA,NA,0.0,1521031611440,1521031784263,4.344766666666667,2,pRpR,17
14,Chrome,Windows,.,.,33,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Sal has heart disease.Sal did not eat a healthy diet.Sal did not eat a healthy diet because ,Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did know about the risk of heart disease,False,,<span class='variable_word name'>{{}}</span> didn't know about the risk of heart disease,No,NA,text,he didn't know about the risk of heart disease,13.475,810.0,1440.0,NA,NA,0.0,1521031611440,1521031798196,4.344766666666667,2,nCnC,17
15,Chrome,Windows,.,.,33,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Robin eats a healthy diet.Because Robin eats a healthy diet, ",Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't less likely to get heart disease,False,,<span class='variable_word name'>{{}}</span> is less likely to get heart disease,No,NA,text,she is less likely to get heart disease,18.91,810.0,1440.0,NA,NA,0.0,1521031611440,1521031817598,4.344766666666667,2,nCpR,17
16,Chrome,Windows,.,.,33,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Tracy did not have an illness.Because Tracy did not have an illness, ",Please feel free to contact me if you need help on future HITS! My email is jessica.marie.graham@gmail.com,2,1,1.50,Female,False,I thought this was really fun!,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did have heart disease,False,,<span class='variable_word name'>{{}}</span> didn't have heart disease,No,NA,text,she didn't have heart disease,7.454,810.0,1440.0,NA,NA,0.0,1521031611440,1521031825502,4.344766666666667,2,pCnR,17
0,Chrome,Windows,.,.,65,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Jess has an illness. She has ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,The did not flu,False,NA,The flu,None.,NA,text,the flu,13.213,768.0,1366.0,NA,NA,0.0,1521032814543,1521032904158,7.042516666666667,0,D,18
1,Chrome,Windows,.,.,65,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Chris has the flu because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have a fever,False,,<span class='variable_word name'>{{}}</span> has a fever,None.,NA,text,he has a fever,14.332,768.0,1366.0,NA,NA,0.0,1521032814543,1521032918766,7.042516666666667,1,pC,18
2,Chrome,Windows,.,.,65,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Jordan has the flu, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not miss work,False,,<span class='variable_word name'>{{}}</span> missed work,None.,NA,text,he missed work,13.196,768.0,1366.0,NA,NA,0.0,1521032814543,1521032932296,7.042516666666667,1,pR,18
3,Chrome,Windows,.,.,65,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Jo does not have the flu, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have to go to work,False,,<span class='variable_word name'>{{}}</span> had to go to work,None.,NA,text,he had to go to work,13.53,768.0,1366.0,NA,NA,0.0,1521032814543,1521032946174,7.042516666666667,1,nR,18
4,Chrome,Windows,.,.,65,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Tracy does not have the flu because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not take care of herself,False,,<span class='variable_word name'>{{}}</span> takes care of herself,None.,NA,text,she takes care of herself,23.991,768.0,1366.0,NA,NA,0.0,1521032814543,1521032970468,7.042516666666667,1,nC,18
5,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Taylor had to go to work.Taylor had to go to work because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have bills to pay,False,,<span class='variable_word name'>{{}}</span> has bills to pay,None.,NA,text,he has bills to pay,9.563,768.0,1366.0,NA,NA,0.0,1521032814543,1521032980352,7.042516666666667,2,nRpC,18
6,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Alex has the flu.Alex did not take care of herself.Alex did not take care of herself because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not find it takes too much effort,False,,<span class='variable_word name'>{{}}</span> finds it takes too much effort,None.,NA,text,she finds it takes too much effort,28.712,768.0,1366.0,NA,NA,0.0,1521032814543,1521033009365,7.042516666666667,2,nCnC,18
7,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Madison has the flu.Madison has a fever.Madison has a fever because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not work too much,False,,<span class='variable_word name'>{{}}</span> works too much,None.,NA,text,she works too much,16.133,768.0,1366.0,NA,NA,0.0,1521032814543,1521033025794,7.042516666666667,2,pCpC,18
8,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Pat did not have a fever.Because Pat did not have a fever, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not choose to go in to work,False,,<span class='variable_word name'>{{}}</span> chose to go in to work,None.,NA,text,he chose to go in to work,28.693,768.0,1366.0,NA,NA,0.0,1521032814543,1521033054776,7.042516666666667,2,pCnR,18
9,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Avery takes care of herself.Because Avery takes care of herself, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not enjoy a healthy outlook,False,,<span class='variable_word name'>{{}}</span> enjoys a healthy outlook,None.,NA,text,she enjoys a healthy outlook,24.615,768.0,1366.0,NA,NA,0.0,1521032814543,1521033079727,7.042516666666667,2,nCpR,18
10,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Robin does not have the flu.Robin had to go to work.Because Robin had to go to work, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have a horrible day,False,,<span class='variable_word name'>{{}}</span> had a horrible day,None.,NA,text,she had a horrible day,11.87,768.0,1366.0,NA,NA,0.0,1521032814543,1521033091896,7.042516666666667,2,nRpR,18
11,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Nat did not have to go to work.Because Nat did not have to go to work, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not feel very guilty,False,,<span class='variable_word name'>{{}}</span> felt very guilty,None.,NA,text,he felt very guilty,15.207,768.0,1366.0,NA,NA,0.0,1521032814543,1521033107393,7.042516666666667,2,nRnR,18
12,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Eli does not have the flu.Eli takes care of herself.Eli takes care of herself because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't taught to do so at an early age,False,,<span class='variable_word name'>{{}}</span> was taught to do so at an early age,None.,NA,text,she was taught to do so at an early age,14.254,768.0,1366.0,NA,NA,0.0,1521032814543,1521033121941,7.042516666666667,2,nCpC,18
13,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Sal does not have the flu.Sal did not miss work.Because Sal did not miss work, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,We cannot conclude that <span class='variable_word name'>{{}}</span> does not have the flu,False,,We can conclude that <span class='variable_word name'>{{}}</span> does not have the flu,None.,NA,text,we can conclude that he does not have the flu,20.917,768.0,1366.0,NA,NA,0.0,1521032814543,1521033143154,7.042516666666667,2,pRnR,18
14,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Casey did not miss work.Casey did not miss work because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> enjoys what <span class='variable_word he'>{{}}</span> doesn't,False,,<span class='variable_word name'>{{}}</span> enjoys what <span class='variable_word he'>{{}}</span> does,None.,NA,text,she enjoys what she does,13.031,768.0,1366.0,NA,NA,0.0,1521032814543,1521033156500,7.042516666666667,2,pRnC,18
15,Chrome,Windows,.,.,65,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Sam has the flu.Sam missed work.Because Sam missed work, ",None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,Due to the did not flu,False,,Due to the flu,None.,NA,text,due to the flu,12.07,768.0,1366.0,NA,NA,0.0,1521032814543,1521033168868,7.042516666666667,2,pRpR,18
16,Chrome,Windows,.,.,65,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Jamie does not have the flu.Jamie did not have a fever.Jamie did not have a fever because ,None.,2,1,1.5,Female,False,Easy.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,None.,NA,text,he does not have the flu,13.575,768.0,1366.0,NA,NA,0.0,1521032814543,1521033182743,7.042516666666667,2,pCnC,18
0,Chrome,Windows,.,.,42,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Avery has an illness. She has ,no,3,1,1.50,Male,False,It make me think about how to answer the questions,NA,True,english,NA,Heart did not disease,False,NA,Heart disease,no,NA,text,heart disease,8.741,768.0,1366.0,NA,NA,0.0,1521033604230,1521034164910,14.031216666666667,0,D,19
1,Chrome,Windows,.,.,42,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Alex does not have heart disease because ,no,3,1,1.50,Male,False,It make me think about how to answer the questions,NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't healthy,False,,<span class='variable_word name'>{{}}</span> is healthy,no,NA,text,he is healthy,18.462,768.0,1366.0,NA,NA,0.0,1521033604230,1521034183839,14.031216666666667,1,nC,19
